korean,english
나 대략 1시간 30분 정도 걸리는 것 같아. 더 걸릴 때도 있어.,It usually takes me about an hour and a half. Sometimes it takes longer.
"감사합니다, 주소를 메모지에 적어놨어요.","Thank you, I wrote down the address on the memo."
이 아름다움에 친구들과 함께 행복해요.,I am happy to enjoy this beauty with friends.
호텔 이름이 뭔가요? 제가 그럼 지금 찾아 드릴게요.,What is the name of the hotel? Let me look it up for you.
결혼식은 감정이 오고가는 자리 이예요.,The wedding is a ceremony where the emotions are exchanged.
하긴 두 주인공의 케미가 너무 좋은 드라마였지.,But the chemistry between the two main characters was really good.
식사는 간단히 빵과 우유로 먹었어.,I had a simple meal with bread and milk.
딸 이름과 보호자 전화번호와 주소를 적어주세요.,Please write down your daughter's name and the guardian's phone number and address.
외부에서 복사가 가능한지 빨리 알아봐 주세요.,Check quickly if you can make some copies outside.
실내에서 뛰고 놀면서 책상 모서리에 이마를 부딪쳤어요.,He hit his forehead on the corner of a desk while running and playing indoors.
항상 내가 화내고 짜증내서 미안해.,I'm sorry if I always get mad at you.
"간단한 약력과 경험을 정리했습니다, 여기요.",I organized her brief profile and experiences. Here you go.
로그 없이는 개선해줄수 있는 상황이 없는건가요?,Is there nothing we can enhance without log?
출석에 대하여 어떻게 처리되는지 알 수 있을까요?,Could you let me know how the attendance will be handled?
와인은 이미 제인이 사 오기로 했어. 몸만 와도 돼. ,Jane is bringing wine. You can come empty-handed.
우체국에 어떻게 가는지 알려 주시겠어요?,Could you please tell me how to go to the post office?
라이선스 표기에만 신경 쓰면 문제 될 것이 없지 않나요?,Wouldn't it be okay as long as we take care of the indication of the license?        
앞으로 좋은 관계를 유지하기를 바라며 연락주세요.,"I hope we keep our good relationship, and let's keep in touch."
호텔 픽업샌딩 서비스 신청 요청드려요.,I request for hotel pickup sending service.
당신이 쓸쓸할 때 제게 꼭 연락을 주세요.,Please just call me when you are solitary.
우선 같이 롤러스케이트를 타고 싶어.,"First, I want to go rollerskating with him."
오늘의 수업은 3교시부터 시작해요.,The class for today starts from the third session.
좀 전에 이 가게에서 꽃을 샀는데 벌써 시들었어요.,"I bought some flowers from this store a moment ago, but it's already withered."
지구는 인간이 살아갈 수 없는 곳으로 변했어요.,The earth changed to a place that human can't live.
여 햄 일정을 어떻게 해 드릴까요?,How would you like your travel schedule?
오늘은 스쿼트랑 런지를 최대한 많이 해보려고 해.,I'm trying to do as many squats and lunges as I can today.
일본에서는 겨울에 무슨 꽃이 펴요?,What kind of flowers bloom in winter in Japan?
네. 오늘까지만 이용하시는 것 맞으시죠? 체크아웃 완료되었습니다.,"Okay. Today's the last day of your stay, correct? Your check out is complete."
범인이 누군지 추측하는 재미가 있어.,It is fun to figure out who the suspect is.
하나는 직불카드를 갖고 있으며 나머지 하나는 저축 예금 계좌를 갖고 있어요.,I have one debit card and another one is a deposit account.
러시아를 제외한 세계는 기억할 것이에요.,The world except for Russia will remember.
건물 책임자로 부터 우리가 바닥스티커를 사용하는것을 거부당했어요.,The building manager refused to permit use of floor stickers.
그럼 조금 있다가 출발할 거니까 기다리고 계세요.,"I'll be leaving soon, so please wait."
너맘 알겠는데 그래도 우리 다시 만나면 안될까?,I know how you feel but can't we start again?
그 시대의 유흥 문화를 알 수 있어.,We can learn about the party culture of that generation.
그녀는 아버지와 남편을 헷갈려 해요.,She confuses her father with her husband.
한국말로 글을 올렸는데 어떻게 읽었어?,I just uploaded in korean language but how you read that?
"네, 1층에 안내데스크에 가시면 유모차를 빌릴 수 있습니다.","Yes, you can rent a stroller if you go to the 1st-floor information desk. "
정말 기대했던 콘서트인데. 1분이라도 놓치고 싶지 않단 말이야. ,I've been waiting for this concert. I don't want to miss a single minute of it.
그 #사물놀이# 공연은 저녁 6시부터 시작하는 것으로 압니다.,"As far as I know, the samulnori performance starts at 6 p.m."
확인은 해보겠지만 지금 와서는 아마 어려울 것입니다. ,"I'll check it out, but it will be probably difficult at this point of time. "
우리는 지속적인 상담을 통해 학생을 도와야 해요.,We should help students with continuous counseling.
나는 현재 울산공장 소재 품질관리부에서 일하고 있어.,I work in quality control department in Ulsan factory.
몇 장의 자연스럽게 찍은 당신의 사진을 보내 주시겠어요?,Will you send me some candid photos of you?
일기가 나빠 그 회의는 취소되었어요.,The meeting was called off because of the bad weather.
그것은 귀사가 저희에게 공급해줘야 하는 부분이예요.,That is what your company ought to supply to us.
내일 광주 인원 모두 출근하라고 연락해 줘.,Call everybody in Gwangju to come to work tomorrow.
위의 제품들을 항공발송으로 긴급으로 발주해요.,The above items need to be delivered ASAP through air cargo.
내가 맞게 해석했는지 모르겠는데.,I'm not sure if I understood it correctly.
틀림없이 그 부서 일이 마음에 들 거예요.,I'm sure you'll like work at the department.
내일 아침 중에 워드 파일 보내드릴게요.,I will send the Word file by tomorrow morning.
이번 토요일에 우리 동아리 새로운 부원들 뽑습니다.,We are recruiting new members for our club this Saturday. 
제발 부탁할게요. 다음 달 용돈을 미리 주세요.,Please. I beg you to give me next month's allowance in advance.
이사가 요청을 하면 자료를 제공하고 있어요.,"When the director requests something, I provide materials."
우리에게 짐을 맡겨두고 내일 가지러 오세요.,Give us the luggage and pick it up tomorrow.
지원한 학교들에 다 떨어지면 어떡하지?,What if I didn't get in any of them?
지구는 우리 태양계의 행성 중에 하나이예요.,The earth is one of the planets in our solar system.
날씨가 어두워서 사진이 별로 좋지 않아.,The photos are not that good due to gloomy weather.
단기간에 살을 빼려면 저에게 어떤 운동이 좋을까요?,What kind of exercise would be good for me to lose weight in a short period of time?
가족들이랑 갔던것보다는 다른 느낌이었어요.,The feeling is different when going together with my family.
오늘은 공포의 단어 시험이 있는 날이에요.,I have the horrible vocabulary test today.
"지배인님, 지난밤 강한 폭풍우로 인해 수해를 입어 대회의장A 벽과 천장에 문제가 생겼습니다.","Manager, last night a strong storm caused flooding, which caused problems on the wall and ceiling of the main conference room."
당신이 최근에 나에게 실망합니까?,"Recently, are you disappointed to me?"
그리고 나머지는 문제가 없어요.,There is no problem on anything else.
가고싶은데 혼자가긴 부담스럽네요.,I want to go but don't wanna go alone.
예 물론 됩니다. 세 개다 단품으로 드리면 되나요?,"Yes, of course. Shall I get you just the burgers and hotdog?"
그녀는 1차 시기에 1등을 했어요.,She came in first place on the first try.
질문에 대한 답장 잘 받았어요.,Thank you for your reply on my questions.
이 놀이기구 한번 타는데 얼마예요?,How much will it cost to take this ride once?
할머니 덕분에 지금의 내가 있어.,I am who I am thanks to my grandmother.
당신이 생각하기에 가장 잘된 경우를 소개해 주세요.,Please introduce the best cases that you can think of.
그저 지금만이라도 내 손을 잡아줘요.,But just please hold my hands now.
아직 전산 처리가 되지 않아서 더 기다려야 합니다.,You need to wait longer as it has not been electronically processed yet.
저희가 4월 말에 미국으로 다시 갈 예정입니다. 6월에 다시 한국으로 출장 올 예정인데 6월에 가능하실까요?,"We're planning to return to the US at the end of April, but planning to come back to Korea in June. Will it be possible to meet up in June?"
이 노래 일렉기타 악보를 얻을 수 있을까요?,Can I get the electric guitar score for this song?
곧 친구가 이것을 찾으러 올 것이예요.,A friend will come to find it soon.
그 일을 처리할 권한이 우리에게는 없어요.,We have no power to handle the matter.
먼저 저의 단점은 망설이는 시간이 조금 길다는 것이예요.,My weakness is that I take time hesitating.
나는 남들과 다르다는것을 이번기회에 증명할것이에요.,I will prove that I am different through this opportunity.
